OBJECTID,Station Identification,Observation Date/Time,Station Name,Country Name,Station Elevation (Meters),Air Temperature (°F),Dew Point Temperature (°F),Relative Humidity (%),Wind Origin (Degrees),Wind Speed (km/h),Wind Gust (km/h),Wind Chill (°F),Horizontal Visibility (Meters),Altimeter Pressure (Millibars),Sky Conditions,Weather Conditions,Remarks,Heat Feels Like (°F),Location Latitude (DD),Location Longitude (DD),x,y
101,OBBI,11/10/2019 2:00:00 AM,Bahrain Intl Arp,Bahrain,2,80.6,69.8,70,0,4,0,,10000,1012.9,Ceiling and Visibility are OK,No significant weather present at this time.,,83.9,26.27,50.63,50.6300000003284,26.2699999996766
102,MYNN,11/10/2019 2:00:00 AM,Nassau Intl,Bahamas,3,75.2,66.2,74,60,15,0,,10000,1016.2,"Few Clouds at 550 meters AGL, Broken Clouds at 1200 meters AGL",No significant weather present at this time.,,78.4,25.03,-77.47,-77.4700000004051,25.0300000001913
103,FIMR,11/10/2019 2:00:00 AM,Rodrigues/Plaine,Mauritius,31,75.2,73.4,94,80,15,0,,10000,1015.9,Few Clouds at 550 meters AGL,No significant weather present at this time.,,,-19.75,63.37,63.3700000002718,-19.7499999998548
104,MGPB,11/10/2019 2:00:00 AM,Puerto Barrios(,Guatemala,10,78.8,73.4,84,0,0,0,,10000,1014.9,Few Clouds at 550 meters AGL,No significant weather present at this time.,,,15.72,-88.58,-88.5800000002859,15.7200000003827
105,MGHT,11/10/2019 2:00:00 AM,Huehuetenango,Guatemala,1901,57.2,51.8,82,0,0,0,,10000,,Broken Clouds at 760 meters AGL,No significant weather present at this time.,,,15.32,-91.5,-91.500000000139,15.3200000002724
106,MGMM,11/10/2019 2:00:00 AM,Mundo Maya,Guatemala,123,73.4,71.6,94,270,7,0,,10000,1016.9,Ceiling and Visibility are OK,No significant weather present at this time.,,,16.97,-89.87,-89.8700000000764,16.9700000001161
107,SBRB,11/10/2019 2:00:00 AM,Rio Branco/Medic,Brazil,143,78.8,75.2,89,10,7,0,,10000,1008.9,"Few Clouds at 610 meters AGL, Scattered Clouds at 3000 meters AGL",No significant weather present at this time.,,,-10,-67.78,-67.7800000002867,-10.0000000003719
108,SKPE,11/10/2019 2:00:00 AM,Pereira/Matecana,Colombia,1346,68,68,100,0,4,0,,8000,1017.9,"Few Clouds at 460 meters AGL, Broken Clouds at 6100 meters AGL",Fog in vicinity,,,4.82,-75.73,-75.7300000002281,4.81999999969134
109,SKBG,11/10/2019 2:00:00 AM,Bucaramango/Palo,Colombia,1189,69.8,69.8,100,0,0,0,,10000,1015.6,"Scattered Clouds at 460 meters AGL, Broken Clouds at 2400 meters AGL",No significant weather present at this time.,,,7.13,-73.18,-73.1800000004334,7.12999999980618
110,SKSP,11/10/2019 2:00:00 AM,San Andres Islan,Colombia,-2,82.4,77,84,40,17,0,,10000,1011.2,"Few Clouds at 520 meters AGL, Broken Clouds at 6100 meters AGL",No significant weather present at this time.,,90.9,12.57,-81.72,-81.7199999997636,12.569999999702
111,SKLT,11/10/2019 2:00:00 AM,Leticia/Vasquez,Colombia,84,78.8,78.8,100,0,0,0,,10000,1008.8,"Scattered Clouds at 370 meters AGL, Broken Clouds at 2400 meters AGL",No significant weather present at this time.,,,-4.2,-69.93,-69.930000000237,-4.19999999995329
112,SKCC,11/10/2019 2:00:00 AM,Cucuta/Camilo Da,Colombia,317,80.6,75.2,84,0,7,0,,10000,1012.5,"Scattered Clouds at 610 meters AGL, Scattered Clouds at 2700 meters AGL",No significant weather present at this time.,,86.2,7.92,-72.52,-72.5199999997467,7.91999999957291
113,SKCG,11/10/2019 2:00:00 AM,Cartagena/Rafael,Colombia,1,80.6,78.8,94,300,7,0,,10000,1009.5,"Few Clouds at 400 meters AGL, Broken Clouds at 6100 meters AGL",No significant weather present at this time.,,89.2,10.43,-75.52,-75.519999999928,10.429999999564
114,SKCL,11/10/2019 2:00:00 AM,Cali/Alfonso Bon,Colombia,969,69.8,68,94,170,11,0,,10000,1016.2,"Few Clouds at 610 meters AGL, Broken Clouds at 3000 meters AGL",No significant weather present at this time.,,,3.53,-76.37,-76.370000000159,3.52999999959426
115,SKBO,11/10/2019 2:00:00 AM,Bogota/Eldorado,Colombia,2548,55.4,53.6,94,320,7,0,,10000,1026.7,Broken Clouds at 460 meters AGL,No significant weather present at this time.,,,4.7,-74.12,-74.120000000023,4.70000000041233
116,GLRB,11/10/2019 2:00:00 AM,Roberts Intl/Mon,Liberia,18,77,77,100,,0,0,,10000,1009.9,"Broken Clouds at 370 meters AGL, Few Clouds at 700 meters AGL",No significant weather present at this time.,,,6.25,-10.33,-10.3300000000492,6.25000000034489
117,SKBQ,11/10/2019 2:00:00 AM,Barranquilla/Ern,Colombia,10,82.4,77,84,360,9,0,,10000,1009.8,"Few Clouds at 460 meters AGL, Overcast Cloud Deck at 2700 meters AGL",No significant weather present at this time.,,90.9,10.9,-74.77,-74.7699999998826,10.9000000002257
118,SPJC,11/10/2019 2:00:00 AM,Lima/Jorge Chave,Peru,13,64.4,60.8,88,170,17,0,,10000,1012.9,Overcast Cloud Deck at 370 meters AGL,No significant weather present at this time.,,,-12.02,-77.12,-77.1200000002043,-12.0200000001023
119,GQPP,11/10/2019 2:00:00 AM,Nouadhibou,Mauritania,3,68,55.4,64,20,39,0,,8000,1015.9,Sky Clear below 3700 meters AGL,No significant weather present at this time.,,,20.92,-17.02,-17.0199999999864,20.9200000001146
120,SVMI,11/10/2019 2:00:00 AM,Caracas/S. Boliv,"Venezuela, Venezuela, Bolivarian Republic Of",48,77,75.2,94,70,4,0,,10000,1011.9,Few Clouds at 490 meters AGL,No significant weather present at this time.,,,10.58,-67,-66.9999999995569,10.5800000002809
121,SBRJ,11/10/2019 2:00:00 AM,Santos Dumont/Ri,Brazil,3,77,75.2,94,220,2,0,,10000,1011.9,"Few Clouds at 550 meters AGL, Scattered Clouds at 760 meters AGL, Broken Clouds at 2700 meters AGL",No significant weather present at this time.,,,-22.88,-43.17,-43.1699999995902,-22.8800000001195
122,SYCJ,11/10/2019 2:00:00 AM,Georgetown/Timeh,Guyana,30,77,75.2,94,50,7,0,,10000,1009.9,Few Clouds at 490 meters AGL,No significant weather present at this time.,,,6.5,-58.25,-58.2499999999265,6.49999999973197
123,FAOR,11/10/2019 2:00:00 AM,Johannesburg/Tam,South Africa,1700,55.4,53.6,94,50,33,0,,10000,1020.9,Few Clouds at 240 meters AGL,No significant weather present at this time.,,,-26.12,28.22,28.2200000001242,-26.1200000002884
124,SPST,11/10/2019 2:00:00 AM,Tarapoto,Peru,282,77,75.2,94,0,0,0,,10000,1007.9,Scattered Clouds at 760 meters AGL,No significant weather present at this time.,,,-6.52,-76.37,-76.370000000159,-6.52000000000965
125,SPME,11/10/2019 2:00:00 AM,Tumbes/Pedro Can,Peru,27,73.4,66.2,78,250,9,0,,10000,1011.9,Broken Clouds at 400 meters AGL,No significant weather present at this time.,,77.1,-3.53,-80.4,-80.4000000001869,-3.52999999959427
126,SPCL,11/10/2019 2:00:00 AM,Pucallpa (Civ/Mi,Peru,149,80.6,75.2,84,80,4,0,,10000,1008.9,Scattered Clouds at 460 meters AGL,No significant weather present at this time.,,86.2,-8.38,-74.58,-74.5800000003383,-8.37999999974034
127,SBPS,11/10/2019 2:00:00 AM,Porto Seguro,Brazil,51,75.2,71.6,89,40,9,0,,10000,1013.9,Scattered Clouds at 460 meters AGL,No significant weather present at this time.,,,-16.43,-39.07,-39.0700000000611,-16.4299999999819
128,MPTO,11/10/2019 2:00:00 AM,Tocumen,Panama,45,77,75.2,94,250,6,0,,10000,1008.9,"Few Clouds at 550 meters AGL, Scattered Clouds at 2400 meters AGL",No significant weather present at this time.,,,9.05,-79.37,-79.3700000003403,9.05000000028062
129,SELT,11/10/2019 2:00:00 AM,Latacunga/Cotopa,Ecuador,2785,51.8,48.2,87,180,11,0,,10000,1028.9,Broken Clouds at 910 meters AGL,No significant weather present at this time.,,,-0.92,-78.62,-78.6200000002949,-0.920000000181145
130,SEGU,11/10/2019 2:00:00 AM,Guayaquil/Simon,Ecuador,9,77,66.2,69,220,24,0,,10000,1009.9,"Scattered Clouds at 1000 meters AGL, Broken Clouds at 3000 meters AGL",No significant weather present at this time.,,79.8,-2.13,-79.87,-79.8700000003705,-2.13000000032077
131,SESA,11/10/2019 2:00:00 AM,Salinas/Gen Ulpi,Ecuador,8,71.6,66.2,83,210,15,0,,10000,1011.9,Overcast Cloud Deck at 370 meters AGL,No significant weather present at this time.,,,-2.2,-80.97,-80.9699999997183,-2.19999999975756
132,SERO,11/10/2019 2:00:00 AM,Santa Rosa,Ecuador,51,75.2,71.6,89,240,4,0,,10000,1011.9,Overcast Cloud Deck at 790 meters AGL,No significant weather present at this time.,,,-3.43,-79.98,-79.9799999995866,-3.4299999996856
133,OEJN,11/10/2019 2:00:00 AM,Jeddah/King Abdu,Saudi Arabia,15,78.8,64.4,61,360,7,0,,10000,1008.9,Ceiling and Visibility are OK,No significant weather present at this time.,,81,21.68,39.15,39.1500000003893,21.6799999998828
134,OERK,11/10/2019 2:00:00 AM,Riyadh/King Khal,Saudi Arabia,612,64.4,50,60,0,0,0,,10000,1015.9,Ceiling and Visibility are OK,No significant weather present at this time.,,,24.95,46.72,46.7200000003437,24.9500000001235
135,FMNM,11/10/2019 2:00:00 AM,Majunga/Mahajang,"Madagascar, Comoros",18,77,73.4,89,0,6,0,,10000,1010.9,"Few Clouds at 610 meters AGL, Scattered Clouds at 1200 meters AGL",Thunderstorms,,,-15.67,46.35,46.3500000002854,-15.6700000003628
136,SANT,11/10/2019 2:00:00 AM,Tucuman/Teniente,Argentina,450,68,66.2,94,0,0,0,,8000,1016.9,"Few Clouds at 910 meters AGL, Overcast Cloud Deck at 1400 meters AGL",No significant weather present at this time.,,,-26.85,-65.08,-65.0799999997642,-26.8499999996131
137,SPHI,11/10/2019 2:00:00 AM,Chiclayo/Capt Jo,Peru,34,66.2,60.8,83,170,22,0,,10000,1012.9,Few Clouds at 300 meters AGL,No significant weather present at this time.,,,-6.77,-79.82,-79.8199999998285,-6.76999999988003
138,SPQT,11/10/2019 2:00:00 AM,Iquitos/Secada,Peru,126,77,75.2,94,260,6,0,,10000,1008.9,"Scattered Clouds at 910 meters AGL, Broken Clouds at 3000 meters AGL",No significant weather present at this time.,,,-3.78,-73.32,-73.320000000334,-3.77999999960001
139,SPQU,11/10/2019 2:00:00 AM,Arequipa/Rodrigu,Peru,2554,60.8,37.4,42,290,7,0,,10000,1025.9,Ceiling and Visibility are OK,No significant weather present at this time.,,,-16.33,-71.57,-71.5700000002283,-16.3299999998092
140,SPRU,11/10/2019 2:00:00 AM,Trujillo/Martine,Peru,30,64.4,59,83,150,15,0,,7000,1012.9,Scattered Clouds at 5200 meters AGL,No significant weather present at this time.,,,-8.08,-79.12,-79.1200000003251,-8.07999999992077
141,SPSO,11/10/2019 2:00:00 AM,Pisco (Civ/Mil),Peru,10,64.4,57.2,77,210,20,0,,10000,1011.9,Ceiling and Visibility are OK,No significant weather present at this time.,,,-13.73,-76.22,-76.2200000003296,-13.7299999999839
142,SPTN,11/10/2019 2:00:00 AM,Tacna/Ciriani,Peru,458,59,59,100,190,6,0,,5000,1014.9,"Scattered Clouds at 210 meters AGL, Overcast Cloud Deck at 670 meters AGL","Light Drizzle, Mist",,,-18.07,-70.28,-70.2800000004378,-18.069999999857
143,SPZO,11/10/2019 2:00:00 AM,Cuzco/Velazco As,Peru,3249,53.6,41,62,210,9,0,,10000,1031.9,"Scattered Clouds at 1200 meters AGL, Broken Clouds at 3000 meters AGL",Drizzle,,,-13.55,-71.97,-71.9700000000728,-13.5500000003636
144,SBFZ,11/10/2019 2:00:00 AM,Fortaleza/Pinto,Brazil,25,80.6,71.6,74,80,22,0,,10000,1010.9,Few Clouds at 640 meters AGL,No significant weather present at this time.,,84.6,-3.77,-38.52,-38.5200000003872,-3.77000000023248
145,OJAI,11/10/2019 2:00:00 AM,Queen Alia Intl,Jordan,730,59,32,36,60,20,0,,5000,1017.9,Sky Clear below 3700 meters AGL,Haze,,,31.72,36,36.0000000003787,31.719999999691
146,SBBV,11/10/2019 2:00:00 AM,Boa Vista (Civ/M,Brazil,140,86,71.6,62,100,17,0,,10000,1007.9,"Few Clouds at 1200 meters AGL, Broken Clouds at 3000 meters AGL",No significant weather present at this time.,,91.8,2.85,-60.7,-60.7000000004338,2.84999999974103
147,KSYM,11/10/2019 2:00:00 AM,Morehead,"Kentucky, United States Of America",313,39.2,19.4,44,190,6,0,36.9,16000,1018.6,Scattered Clouds at 1300 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,38.22,-83.58,-83.5799999999838,38.2199999999258
148,KHAF,11/10/2019 2:00:00 AM,Half Moon Bay,"California, United States Of America",21,51.8,50,94,340,13,0,,9700,1019.6,Overcast Cloud Deck at 150 meters AGL,Mist,,,37.52,-122.5,-122.500000000215,37.5200000001614
149,SCMK,11/10/2019 2:00:00 AM,Melinka Arpt,Chile,11,51.8,50,94,220,4,0,,10000,1021.9,"Few Clouds at 1700 meters AGL, Broken Clouds at 3400 meters AGL, Overcast Cloud Deck at 4900 meters AGL",Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,-43.9,-73.73,-73.7300000001073,-43.9000000002327
150,SCAP,11/10/2019 2:00:00 AM,Alto Palena,Chile,277,59,44.6,59,210,7,0,,10000,1023.9,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,-43.62,-71.78,-71.7799999996301,-43.6199999996841
151,PKWA,11/10/2019 2:00:00 AM,Kwajalein/Buchol,"Marshall Islands, United States Of America",8,83.5,78.1,84,120,13,0,,11000,1007.8,Overcast Cloud Deck at 460 meters AGL,Light Rain,,94,8.72,167.72,167.71999999957,8.720000000235
152,SCCY,11/10/2019 2:00:00 AM,Coyhaique/Tenien,Chile,311,53.6,50,88,0,0,0,,10000,1020.9,Overcast Cloud Deck at 1500 meters AGL,Light Rain,,,-45.57,-72.1,-72.1000000000447,-45.5700000000812
153,SCQP,11/10/2019 2:00:00 AM,Temuco,"Chile, Switzerland",97,55.4,51.8,88,300,9,0,,10000,1017.9,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,-38.92,-72.65,-72.6499999997186,-38.9200000001934
154,SCSE,11/10/2019 2:00:00 AM,La Serena/Laflor,Chile,146,55.4,53.6,94,310,9,0,,10000,1011.9,Scattered Clouds at 150 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,-29.92,-71.2,-71.20000000017,-29.9200000000026
155,SCDA,11/10/2019 2:00:00 AM,Iquique/Diego Ar,Chile,52,64.4,55.4,73,20,9,0,,10000,1014.9,Overcast Cloud Deck at 820 meters AGL,No significant weather present at this time.,,,-20.52,-70.17,-70.1700000003233,-20.5199999999842
156,SCIE,11/10/2019 2:00:00 AM,Concepcion/Carri,Chile,16,59,50,72,200,13,0,,10000,1013.9,Ceiling and Visibility are OK,No significant weather present at this time.,,,-36.77,-73.07,-73.0700000003189,-36.7700000002492
157,SCCF,11/10/2019 2:00:00 AM,Calama/El Loa,Chile,2312,55.4,1.4,11,160,11,0,,10000,1024.9,Ceiling and Visibility are OK,No significant weather present at this time.,,,-22.5,-68.9,-68.9000000003903,-22.5000000002187
158,SCAR,11/10/2019 2:00:00 AM,Arica/Chacalluta,Chile,59,66.2,55.4,68,0,0,0,,10000,1013.9,Overcast Cloud Deck at 700 meters AGL,No significant weather present at this time.,,,-18.35,-70.32,-70.3200000001527,-18.3499999999183
159,SCFA,11/10/2019 2:00:00 AM,Antofagasta/Cerr,Chile,120,60.8,53.6,77,230,2,0,,10000,1012.9,Overcast Cloud Deck at 550 meters AGL,No significant weather present at this time.,,,-23.42,-70.42,-70.4200000003384,-23.4199999997334
160,LUKK,11/10/2019 2:00:00 AM,Chisinau Intl,"Moldova, Moldova, Republic Of",122,59,55.4,88,160,7,0,,10000,1014.9,Overcast Cloud Deck at 240 meters AGL,No significant weather present at this time.,,,46.93,28.93,28.9299999995562,46.9299999998811
161,SACO,11/10/2019 2:00:00 AM,Cordoba Airport,Argentina,474,69.8,64.4,83,0,4,0,,10000,1017.9,"Scattered Clouds at 1400 meters AGL, Broken Clouds at 3000 meters AGL",No significant weather present at this time.,,,-31.32,-64.22,-64.2199999996045,-31.3199999999702
162,SCIC,11/10/2019 2:00:00 AM,Curico/Gen Freir,Chile,242,69.8,46.4,43,190,7,0,,10000,1011.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,-34.97,-71.22,-71.2200000000275,-34.9700000001732
163,SCRM,11/10/2019 2:00:00 AM,Teniente R Marsh,Chile,45,30.2,30.2,100,260,48,0,15.1,1200,997.9,Overcast Cloud Deck at 60 meters AGL,Mist,,,-62.18,-58.98,-58.9800000001143,-62.1799999998149
164,SCPQ,11/10/2019 2:00:00 AM,Monopulli,"Chile, Switzerland",5,51.8,50,94,190,7,0,,10000,1021.9,Ceiling and Visibility are OK,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,-42.33,-73.72,-73.7200000001785,-42.330000000012
165,SCIP,11/10/2019 2:00:00 AM,Easter Island,Chile,69,71.6,68,88,310,11,0,,10000,1019.9,"Scattered Clouds at 610 meters AGL, Broken Clouds at 4600 meters AGL",No significant weather present at this time.,,,-27.17,-109.43,-109.429999999929,-27.1700000000432
166,WAMM,11/10/2019 2:00:00 AM,Menado/Sam Ratul,Indonesia,80,84.2,73.4,70,290,11,0,,10000,1011.9,Few Clouds at 640 meters AGL,No significant weather present at this time.,,90.9,1.55,124.92,124.920000000038,1.55000000007311
167,AGGH,11/10/2019 2:00:00 AM,Honiara/Henderso,Solomon Islands,9,87.8,77,71,70,17,0,,10000,1007.9,"Few Clouds at 550 meters AGL, Few Clouds at 580 meters AGL, Scattered Clouds at 910 meters AGL, Broken Clouds at 9100 meters AGL",No significant weather present at this time.,,100.2,-9.42,160.05,160.050000000329,-9.41999999994515
168,SLCB,11/10/2019 2:00:00 AM,Cochabamba/Jorge,"Bolivia, Bolivia, Plurinational State Of",2548,64.4,46.4,52,50,7,0,,10000,1021.9,"Few Clouds at 820 meters AGL, Scattered Clouds at 2400 meters AGL, Broken Clouds at 6100 meters AGL",No significant weather present at this time.,,,-17.42,-66.18,-66.1800000000104,-17.4199999995782
169,SLVR,11/10/2019 2:00:00 AM,Viru Viru Intl A,"Bolivia, Bolivia, Plurinational State Of",373,77,75.2,94,350,6,0,,10000,1008.9,Sky Clear below 3700 meters AGL,No significant weather present at this time.,,,-17.63,-63.12,-63.1200000002567,-17.6299999997734
170,SLLP,11/10/2019 2:00:00 AM,La Paz/Jfk Intl,"Bolivia, Bolivia, Plurinational State Of",4014,46.4,37.4,71,220,15,0,41.9,10000,1038.9,"Few Clouds at 460 meters AGL, Few Clouds at 520 meters AGL, Broken Clouds at 2100 meters AGL, Broken Clouds at 6100 meters AGL",No significant weather present at this time.,,,-16.52,-68.17,-68.1700000002025,-16.5200000000897
171,YESP,11/10/2019 2:00:00 AM,Esperance Arpt,Australia,143,96.8,30.2,10,330,31,0,,10000,1006.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,91.1,-33.68,121.82,121.819999999671,-33.6799999996322
172,YMDG,11/10/2019 2:00:00 AM,Mudgee Arpt,Australia,471,69.8,37.4,31,250,28,52,,10000,1013.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,-32.57,149.62,149.620000000093,-32.5700000001683
173,UBBG,11/10/2019 2:00:00 AM,Gyandzha,Azerbaijan,330,42.8,35.6,75,210,11,0,38.5,10000,1026.9,Scattered Clouds at 3000 meters AGL,No significant weather present at this time.,,,40.73,46.32,46.3199999996008,40.7299999997224
174,SAWG,11/10/2019 2:00:00 AM,Rio Gallegos Arp,Argentina,19,41,32,70,20,35,0,31.3,10000,1020.9,Ceiling and Visibility are OK,No significant weather present at this time.,,,-51.62,-69.32,-69.3200000000923,-51.6200000002418
175,SAEZ,11/10/2019 2:00:00 AM,Buenos Aires/Eze,Argentina,20,60.8,59,94,120,13,0,,10000,1018.9,Ceiling and Visibility are OK,No significant weather present at this time.,,,-34.82,-58.52,-58.519999999799,-34.8200000000209
176,SADF,11/10/2019 2:00:00 AM,San Fernando,Argentina,4,66.2,59,78,90,22,0,,10000,1018.9,Scattered Clouds at 700 meters AGL,No significant weather present at this time.,,,-34.45,-58.58,-58.5800000002698,-34.4499999996876
177,SCVD,11/10/2019 2:00:00 AM,Valdivia/Pichoy,Chile,14,60.8,51.8,72,0,2,0,,10000,1018.9,Ceiling and Visibility are OK,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,-39.65,-73.07,-73.0700000003189,-39.6500000001674
178,YMER,11/10/2019 2:00:00 AM,Merimbula Arpt,Australia,2,68,44.6,43,220,28,46,,10000,1010.9,"Broken Clouds at 1800 meters AGL, Broken Clouds at 2300 meters AGL",Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,-36.92,149.9,149.899999999895,-36.919999999914
179,SEQM,11/10/2019 2:00:00 AM,Quito/New Intl,Ecuador,2400,55.4,53.6,94,10,9,0,,8000,1025.9,"Scattered Clouds at 150 meters AGL, Overcast Cloud Deck at 610 meters AGL",Patchy Fog,,,-0.12,-78.35,-78.3500000004224,-0.120000000348187
180,SBBG,11/10/2019 2:00:00 AM,Bage/Cmdt Kraeme,Brazil,180,69.8,66.2,88,120,17,0,,10000,1013.9,Few Clouds at 520 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,-31.38,-54.12,-54.1199999997129,-31.3800000002152
181,YPXM,11/10/2019 2:00:00 AM,Christmas Isl (P,Australia,259,78.8,73.4,84,130,19,0,,10000,1014.9,"Broken Clouds at 270 meters AGL, Broken Clouds at 370 meters AGL, Overcast Cloud Deck at 520 meters AGL",Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,-10.45,105.67,105.669999999773,-10.4499999996212
